rsr_filename,snr0 (dBHz)
co-s-rss-1-sroc1-v10/cors_0115/sroc1_177/rsr/s12sroi2005177_1741nnnk26rd.3b2, 49.1654
co-s-rss-1-sroc1-v10/cors_0116/sroc1_177/rsr/s12sroi2005177_1741nnns14rd.2b2, 37.8879
co-s-rss-1-sroc1-v10/cors_0116/sroc1_177/rsr/s12sroi2005177_1741nnnx14rd.2a2, 54.8987
co-s-rss-1-sroc1-v10/cors_0116/sroc1_177/rsr/s12sroi2005177_1741nnnx25rd.1a2, 48.3277
co-s-rss-1-sroc1-v10/cors_0116/sroc1_177/rsr/s12sroi2005177_1741nnnx26rd.3a2, 48.8291
co-s-rss-1-sroc2-v10/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnk34rd.1b2, 47.1106
co-s-rss-1-sroc2-v10/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnns43rd.2b2, 42.1353
co-s-rss-1-sroc2-v10/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx34rd.1a2, 47.2102
co-s-rss-1-sroc2-v10/cors_0118/sroc2_196/rsr/s12sroe2005196_0505nnnx43rd.2a2, 52.5218
co-s-rss-1-sroc2-v10/cors_0118/sroc2_196/rsr/s12sroe2005196_0610nnnk55rd.1b2, 48.6742
co-s-rss-1-sroc2-v10/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnns63rd.2b2, 41.8424
co-s-rss-1-sroc2-v10/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx55rd.1a2, 47.8017
co-s-rss-1-sroc2-v10/cors_0119/sroc2_196/rsr/s12sroe2005196_0610nnnx63rd.2a2, 53.3000
co-s-rss-1-sroc2-v10/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnk55rd.1b2, 49.2262
co-s-rss-1-sroc2-v10/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnns63rd.2b2, 41.8946
co-s-rss-1-sroc2-v10/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx55rd.1a2, 48.6156
co-s-rss-1-sroc2-v10/cors_0120/sroc2_214/rsr/s13sroe2005214_1255nnnx63rd.2a2, 54.4723
co-s-rss-1-sroc2-v10/cors_0121/sroc2_214/rsr/s13sroe2005214_1305nnns14rd.1b2, 42.8343
co-s-rss-1-sroc2-v10/cors_0121/sroc2_214/rsr/s13sroe2005214_1305nnnx14rd.1a2, 53.5415
co-s-rss-1-sroc2-v10/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnk55rd.1b2, 49.2705
co-s-rss-1-sroc2-v10/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnns63rd.2b2, 42.6740
co-s-rss-1-sroc2-v10/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx55rd.1a2, 47.3298
co-s-rss-1-sroc2-v10/cors_0122/sroc2_214/rsr/s13sroi2005214_0805nnnx63rd.2a2, 54.4211
co-s-rss-1-sroc2-v10/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnnk25rd.1b2, 48.1325
co-s-rss-1-sroc2-v10/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnnk26rd.3b2, 49.1374
co-s-rss-1-sroc2-v10/cors_0123/sroc2_232/rsr/s13rioe2005232_1845nnns14rd.2b2, 43.2755
co-s-rss-1-sroc2-v10/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx14rd.2a2, 54.9824
co-s-rss-1-sroc2-v10/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx25rd.1a2, 48.2938
co-s-rss-1-sroc2-v10/cors_0124/sroc2_232/rsr/s13rioe2005232_1845nnnx26rd.3a2, 48.6997
co-s-rss-1-sroc2-v10/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnk25rd.1b2, 47.8378
co-s-rss-1-sroc2-v10/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnns14rd.2b2, 43.6715
co-s-rss-1-sroc2-v10/cors_0125/sroc2_248/rsr/s14sroi2005248_1323nnnx14rd.2a2, 53.9525
co-s-rss-1-sroc2-v10/cors_0126/sroc2_248/rsr/s14sroi2005248_1323nnnx25rd.1a2, 48.0957
co-s-rss-1-sroc2-v10/cors_0126/sroc2_248/rsr/s14sroi2005248_1325nnnk26rd.3b2, 48.4284
co-s-rss-1-sroc2-v10/cors_0126/sroc2_248/rsr/s14sroi2005248_1325nnnx26rd.3a2, 48.7644
co-s-rss-1-sroc3-v10/cors_0150/sroc3_258/rsr/s23enoc2006258_0749nnnk55rd.2b2, 46.3251
co-s-rss-1-sroc3-v10/cors_0150/sroc3_258/rsr/s23enoc2006258_0749nnns65rd.1b2, 33.6843
co-s-rss-1-sroc3-v10/cors_0150/sroc3_258/rsr/s23enoc2006258_0749nnnx55rd.2a2, 47.8670
co-s-rss-1-sroc3-v10/cors_0150/sroc3_258/rsr/s23enoc2006258_0749nnnx65rd.1a2, 47.5036
co-s-rss-1-sroc3-v10/cors_0150/sroc3_259/rsr/s23sroi2006259_0340nnnk55rd.2b2, 43.4470
co-s-rss-1-sroc3-v10/cors_0151/sroc3_258/rsr/s23sroi2006258_1901nnnk25rd.2b2, 47.5671
co-s-rss-1-sroc3-v10/cors_0151/sroc3_258/rsr/s23sroi2006258_1901nnnx25rd.2a2, 46.7082
co-s-rss-1-sroc3-v10/cors_0151/sroc3_258/rsr/s23sroi2006258_1903nnns14rd.1b2, 38.4246
co-s-rss-1-sroc3-v10/cors_0151/sroc3_258/rsr/s23sroi2006258_1903nnnx14rd.1a2, 50.6299
co-s-rss-1-sroc3-v10/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnk34rd.2b2, 45.8192
co-s-rss-1-sroc3-v10/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnns43rd.1b2, 38.5931
co-s-rss-1-sroc3-v10/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx34rd.2a2, 42.9197
co-s-rss-1-sroc3-v10/cors_0152/sroc3_258/rsr/s23sroi2006258_1924nnnx43rd.1a2, 46.7780
co-s-rss-1-sroc3-v10/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnk34rd.2b2, 42.5947
co-s-rss-1-sroc3-v10/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnns43rd.1b2, 39.2403
co-s-rss-1-sroc3-v10/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx34rd.2a2, 42.6678
co-s-rss-1-sroc3-v10/cors_0153/sroc3_259/rsr/s23sroi2006259_0015nnnx43rd.1a2, 45.3628
co-s-rss-1-sroc3-v10/cors_0154/sroc3_259/rsr/s23sroi2006259_0340nnns65rd.1b2, 33.6996
co-s-rss-1-sroc3-v10/cors_0154/sroc3_259/rsr/s23sroi2006259_0800nnns65rd.1b2, 15.7698
co-s-rss-1-sroc3-v10/cors_0155/sroc3_259/rsr/s23sroi2006259_0340nnnx55rd.2a2, 47.4768
co-s-rss-1-sroc3-v10/cors_0155/sroc3_259/rsr/s23sroi2006259_0800nnnx55rd.2a2, 29.8945
co-s-rss-1-sroc3-v10/cors_0156/sroc3_259/rsr/s23sroi2006259_0340nnnx65rd.1a2, 47.4912
co-s-rss-1-sroc3-v10/cors_0156/sroc3_259/rsr/s23sroi2006259_1000nnnx65rd.1a2, 22.3264
co-s-rss-1-sroc3-v10/cors_0157/sroc3_259/rsr/s23sroi2006259_0440nnnk55rd.2b2, 46.8154
co-s-rss-1-sroc3-v10/cors_0157/sroc3_259/rsr/s23sroi2006259_1000nnnk55rd.2b2, 17.2356
co-s-rss-1-sroc3-v10/cors_0158/sroc3_259/rsr/s23sroe2006259_1121nnnk25rd.2b2, 20.1005
co-s-rss-1-sroc3-v10/cors_0158/sroc3_259/rsr/s23sroe2006259_1800nnnk25rd.2b2, 20.3652
co-s-rss-1-sroc3-v10/cors_0159/sroc3_259/rsr/s23sroe2006259_1121nnns14rd.1b2, 15.5231
co-s-rss-1-sroc3-v10/cors_0159/sroc3_259/rsr/s23sroe2006259_1800nnns14rd.1b2, 9.2792
co-s-rss-1-sroc3-v10/cors_0160/sroc3_259/rsr/s23sroe2006259_1121nnnx14rd.1a2, 29.2535
co-s-rss-1-sroc3-v10/cors_0160/sroc3_259/rsr/s23sroe2006259_1800nnnx14rd.1a2, 27.0467
co-s-rss-1-sroc3-v10/cors_0161/sroc3_259/rsr/s23sroe2006259_1121nnnx25rd.2a2, 22.6217
co-s-rss-1-sroc3-v10/cors_0161/sroc3_259/rsr/s23sroe2006259_1800nnnx25rd.2a2, 19.9038
co-s-rss-1-sroc3-v10/cors_0162/sroc3_259/rsr/s23sroe2006259_1918nnns43rd.1b2, 10.9531
co-s-rss-1-sroc3-v10/cors_0162/sroc3_259/rsr/s23sroe2006259_1918nnnx43rd.1a2, 26.0452
co-s-rss-1-sroc3-v10/cors_0162/sroc3_259/rsr/s23sroe2006259_2300nnns43rd.1b2, 41.1311
co-s-rss-1-sroc3-v10/cors_0162/sroc3_259/rsr/s23sroe2006259_2300nnnx43rd.1a2, 52.8706
co-s-rss-1-sroc3-v10/cors_0163/sroc3_259/rsr/s23sroe2006259_1928nnnk34rd.2b2, 45.4229
co-s-rss-1-sroc3-v10/cors_0163/sroc3_259/rsr/s23sroe2006259_1928nnnx34rd.2a2, 46.9666
co-s-rss-1-sroc4-v10/cors_0179/sroc4_130/rsr/s30sroe2007130_1715nnnk55rd.2b2, 49.3152
co-s-rss-1-sroc4-v10/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnns63rd.1b2, 37.5579
co-s-rss-1-sroc4-v10/cors_0180/sroc4_130/rsr/s30sroe2007130_1715nnnx55rd.2a2, 49.3723
co-s-rss-1-sroc4-v10/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnnk25rd.2b2, 48.3643
co-s-rss-1-sroc4-v10/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnnk26rd.1b2, 48.8651
co-s-rss-1-sroc4-v10/cors_0181/sroc4_162/rsr/s31sroi2007162_1915nnns14rd.3b2, 41.9880
co-s-rss-1-sroc4-v10/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx14rd.3a2, 54.9846
co-s-rss-1-sroc4-v10/cors_0182/sroc4_162/rsr/s31sroi2007162_1915nnnx25rd.2a2, 48.2861
co-s-rss-1-sroc5-v10/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnk55rd.2b2, 49.3927
co-s-rss-1-sroc5-v10/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnns63rd.1b2, 42.0764
co-s-rss-1-sroc5-v10/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx55rd.2a2, 49.1251
co-s-rss-1-sroc5-v10/cors_0206/sroc5_337/rsr/s35sroi2007337_0530nnnx63rd.1a2, 55.4392
co-s-rss-1-sroc5-v10/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnnk55rd.2b2, 48.2893
co-s-rss-1-sroc5-v10/cors_0208/sroc5_353/rsr/s36sroi2007353_0220nnns63rd.1b2, 44.3601
co-s-rss-1-sroc5-v10/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx55rd.2a2, 48.9221
co-s-rss-1-sroc5-v10/cors_0209/sroc5_353/rsr/s36sroi2007353_0220nnnx63rd.1a2, 55.4154
co-s-rss-1-sroc6-v10/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnnk34rd.1b2, 47.5126
co-s-rss-1-sroc6-v10/cors_0214/sroc6_015/rsr/s36sroi2008015_1915nnns43rv.1n2, 44.1969
co-s-rss-1-sroc6-v10/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx55rd.2a2, 45.2033
co-s-rss-1-sroc6-v10/cors_0214/sroc6_015/rsr/s36sroi2008015_2105nnnx63rd.1a2, 50.5578
co-s-rss-1-sroc6-v10/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx34rd.1a2, 49.2035
co-s-rss-1-sroc6-v10/cors_0215/sroc6_015/rsr/s36sroi2008015_1915nnnx43rv.1n2, 55.1192
co-s-rss-1-sroc6-v10/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnnk55rd.2b2, 35.1386
co-s-rss-1-sroc6-v10/cors_0215/sroc6_015/rsr/s36sroi2008015_2105nnns63rd.1b2, 41.0952
co-s-rss-1-sroc6-v10/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnk34rd.2b2, 48.6142
co-s-rss-1-sroc6-v10/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnns43rd.1b2, 44.5632
co-s-rss-1-sroc6-v10/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx34rd.2a2, 49.8315
co-s-rss-1-sroc6-v10/cors_0216/sroc6_027/rsr/s37sroi2008027_1815nnnx43rd.1a2, 55.7730
co-s-rss-1-sroc6-v10/cors_0217/sroc6_039/rsr/s37sroi2008039_1635nnnx43rd.1a2, 55.7355
co-s-rss-1-sroc6-v10/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnk34rd.2b2, 49.2015
co-s-rss-1-sroc6-v10/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnns43rd.1b2, 44.7521
co-s-rss-1-sroc6-v10/cors_0218/sroc6_039/rsr/s37sroi2008039_1635nnnx34rd.2a2, 49.9172
co-s-rss-1-sroc6-v10/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk25rd.2b2, 47.4045
co-s-rss-1-sroc6-v10/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk26rd.1b2, 48.9963
co-s-rss-1-sroc6-v10/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnnk55rd.2b2, 48.5450
co-s-rss-1-sroc6-v10/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns14rd.3b2, 44.4790
co-s-rss-1-sroc6-v10/cors_0219/sroc6_062/rsr/s38sroi2008062_0304nnns63rd.1b2, 43.6904
co-s-rss-1-sroc6-v10/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx14rd.3a2, 54.2936
co-s-rss-1-sroc6-v10/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx25rd.2a2, 47.9934
co-s-rss-1-sroc6-v10/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx26rd.1a2, 48.0660
co-s-rss-1-sroc6-v10/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx55rd.2a2, 48.5099
co-s-rss-1-sroc6-v10/cors_0220/sroc6_062/rsr/s38sroi2008062_0304nnnx63rd.1a2, 54.0085
co-s-rss-1-sroc7-v10/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnnk55rd.2b2, 49.4605
co-s-rss-1-sroc7-v10/cors_0223/sroc7_092/rsr/s39sroi2008092_1700nnns63rd.1b2, 43.6374
co-s-rss-1-sroc7-v10/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx55rd.2a2, 49.9349
co-s-rss-1-sroc7-v10/cors_0224/sroc7_092/rsr/s39sroi2008092_1700nnnx63rd.1a2, 56.4571
co-s-rss-1-sroc7-v10/cors_0225/sroc7_102/rsr/s39sroi2008102_0705nnnk47rd.2a2, 51.5753
co-s-rss-1-sroc7-v10/cors_0225/sroc7_102/rsr/s39sroi2008102_0730nnnk25rd.1b2, 48.1409
co-s-rss-1-sroc7-v10/cors_0225/sroc7_102/rsr/s39sroi2008102_0730nnnk34rd.1b2, 49.7161
co-s-rss-1-sroc7-v10/cors_0226/sroc7_102/rsr/s39sroi2008102_0730nnns14rd.2b2, 44.5819
co-s-rss-1-sroc7-v10/cors_0226/sroc7_102/rsr/s39sroi2008102_0730nnns43rv.1n2, 43.0832
co-s-rss-1-sroc7-v10/cors_0226/sroc7_102/rsr/s39sroi2008102_0730nnnx14rd.2a2, 54.4623
co-s-rss-1-sroc7-v10/cors_0227/sroc7_102/rsr/s39sroi2008102_0730nnnx25rd.1a2, 48.0603
co-s-rss-1-sroc7-v10/cors_0227/sroc7_102/rsr/s39sroi2008102_0730nnnx34rd.1a2, 48.4857
co-s-rss-1-sroc7-v10/cors_0227/sroc7_102/rsr/s39sroi2008102_0730nnnx43rv.1n2, 54.4981
co-s-rss-1-sroc7-v10/cors_0228/sroc7_130/rsr/s40sroi2008130_2218nnnk25rd.1b2, 49.0454
co-s-rss-1-sroc7-v10/cors_0228/sroc7_130/rsr/s40sroi2008130_2218nnns14rd.3b2, 44.1027
co-s-rss-1-sroc7-v10/cors_0229/sroc7_130/rsr/s40sroi2008130_2218nnnx14rd.3a2, 53.8558
co-s-rss-1-sroc7-v10/cors_0229/sroc7_130/rsr/s40sroi2008130_2218nnnx25rd.1a2, 48.1697
co-s-rss-1-sroc7-v10/cors_0229/sroc7_130/rsr/s40sroi2008130_2237nnnk26rd.2b2, 50.1300
co-s-rss-1-sroc7-v10/cors_0229/sroc7_130/rsr/s40sroi2008130_2237nnnx26rd.2a2, 48.5494
co-s-rss-1-sroc8-v10/cors_0248/sroc8_217/rsr/s42sroi2008217_1120nnnk55rd.2b2, 45.8354
co-s-rss-1-sroc8-v10/cors_0248/sroc8_217/rsr/s42sroi2008217_1120nnns63rd.1b2, 39.4205
co-s-rss-1-sroc8-v10/cors_0248/sroc8_217/rsr/s42sroi2008217_1120nnnx55rd.2a2, 47.9184
co-s-rss-1-sroc8-v10/cors_0248/sroc8_217/rsr/s42sroi2008217_1120nnnx63rd.1a2, 54.1345
co-s-rss-1-sroc8-v10/cors_0249/sroc8_232/rsr/s43sroi2008232_0517nnnk47rd.2a2, 50.6245
co-s-rss-1-sroc8-v10/cors_0249/sroc8_232/rsr/s43sroi2008232_0517nnns43rv.1n2, 41.4633
co-s-rss-1-sroc8-v10/cors_0249/sroc8_232/rsr/s43sroi2008232_0517nnnx43rv.1n2, 53.7538
co-s-rss-1-sroc8-v10/cors_0250/sroc8_239/rsr/s43sroi2008239_1410nnnk55rd.2b2, 45.9092
co-s-rss-1-sroc8-v10/cors_0250/sroc8_239/rsr/s43sroi2008239_1410nnns63rd.1b2, 41.8713
co-s-rss-1-sroc8-v10/cors_0251/sroc8_239/rsr/s43sroi2008239_1410nnnx55rd.2a2, 48.1088
co-s-rss-1-sroc8-v10/cors_0251/sroc8_239/rsr/s43sroi2008239_1410nnnx63rd.1a2, 54.2748
co-s-rss-1-sroc8-v10/cors_0252/sroc8_254/rsr/s43sroi2008254_0810nnnk54rd.2b2, 44.9239
co-s-rss-1-sroc8-v10/cors_0252/sroc8_254/rsr/s43sroi2008254_0810nnns63rd.1b2, 42.2252
co-s-rss-1-sroc8-v10/cors_0252/sroc8_254/rsr/s43sroi2008254_0810nnnx54rd.2a2, 47.8188
co-s-rss-1-sroc8-v10/cors_0252/sroc8_254/rsr/s43sroi2008254_0810nnnx63rd.1a2, 54.1144
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnk34rv.1n2, 45.4919
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnk54rd.2b2, 40.1674
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnns43rd.1b2, 41.5280
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnns63rd.1b2, 39.9919
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnx34rv.1n2, 46.1561
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnx43rd.1a2, 51.5043
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnx54rd.2a2, 44.7541
co-s-rss-1-sroc9-v10/cors_0262/sroc9_291/rsr/s44sroc2008291_0330nnnx63rd.1a2, 50.3516
co-s-rss-1-sroc10-v10/cors_0300/SROC10_359/RSR/S56SROI2009359_1845NNNX43RD.2A2, 47.5963
co-s-rss-1-sroc10-v10/cors_0301/SROC10_359/RSR/S56SROI2009359_1845NNNX34RD.1A2, 48.0302
co-s-rss-1-sroc10-v10/cors_0302/SROC10_359/RSR/S56SROE2009360_0145NNNX63RD.2A2, 47.8473
co-s-rss-1-sroc10-v10/cors_0302/SROC10_359/RSR/S56SROI2009359_1845NNNS43RD.2B2, 42.8318
co-s-rss-1-sroc10-v10/cors_0303/SROC10_359/RSR/S56SROE2009360_0151NNNK55RV.1N2, 47.2502
co-s-rss-1-sroc10-v10/cors_0303/SROC10_359/RSR/S56SROI2009359_1845NNNK34RD.1B2, 46.2880
co-s-rss-1-sroc10-v10/cors_0304/SROC10_359/RSR/S56SROE2009360_0145NNNS63RD.2B2, 43.3984
co-s-rss-1-sroc10-v10/cors_0304/SROC10_359/RSR/S56SROE2009360_0145NNNX55RD.1A2, 48.7643
co-s-rss-1-sroc10-v10/cors_0305/SROC10_359/RSR/S56SROE2009360_0145NNNK55RD.1B2, 47.1906
co-s-rss-1-sroc11-v10/cors_0311/SROC11_026/RSR/S57SROE2010027_0005NNNK55RD.1B2, 49.3428
co-s-rss-1-sroc11-v10/cors_0312/SROC11_026/RSR/S57SROE2010027_0005NNNS63RD.2B2, 44.1921
co-s-rss-1-sroc11-v10/cors_0312/SROC11_026/RSR/S57SROE2010027_0005NNNX55RD.1A2, 49.6412
co-s-rss-1-sroc11-v10/cors_0313/SROC11_026/RSR/S57SROE2010027_0005NNNX63RD.2A2, 55.6291
co-s-rss-1-sroc11-v10/cors_0314/SROC11_026/RSR/S57SROI2010026_1800NNNK34RD.1B2, 49.6931
co-s-rss-1-sroc11-v10/cors_0315/SROC11_026/RSR/S57SROI2010026_1800NNNS43RD.2B2, 43.8148
co-s-rss-1-sroc11-v10/cors_0315/SROC11_026/RSR/S57SROI2010026_1800NNNX34RD.1A2, 49.5014
co-s-rss-1-sroc11-v10/cors_0316/SROC11_026/RSR/S57SROI2010026_1800NNNX43RD.2A2, 55.6128
co-s-rss-1-sroc12-v10/cors_0325/SROC12_169/RSR/S60SROE2010170_0330NNNK25RD.1B2, 47.9435
co-s-rss-1-sroc12-v10/cors_0326/SROC12_169/RSR/S60SROE2010170_0330NNNK34RV.1N2, 49.9091
co-s-rss-1-sroc12-v10/cors_0326/SROC12_169/RSR/S60SROE2010170_0330NNNS15RD.2B2, 34.4457
co-s-rss-1-sroc12-v10/cors_0327/SROC12_169/RSR/S60SROE2010170_0330NNNS43RD.2B2, 43.7964
co-s-rss-1-sroc12-v10/cors_0328/SROC12_169/RSR/S60SROE2010170_0330NNNX15RD.2A2, 48.6921
co-s-rss-1-sroc12-v10/cors_0328/SROC12_169/RSR/S60SROE2010170_0330NNNX25RD.1A2, 48.0231
co-s-rss-1-sroc12-v10/cors_0329/SROC12_169/RSR/S60SROE2010170_0330NNNX34RV.1N2, 49.2950
co-s-rss-1-sroc12-v10/cors_0330/SROC12_169/RSR/S60SROE2010170_0330NNNX43RD.2A2, 55.3214
co-s-rss-1-sroc12-v10/cors_0330/SROC12_169/RSR/S60SROI2010169_2130NNNK25RD.1B2, 48.0948
co-s-rss-1-sroc12-v10/cors_0331/SROC12_169/RSR/S60SROI2010169_2130NNNS15RD.2B2, 35.0173
co-s-rss-1-sroc12-v10/cors_0332/SROC12_169/RSR/S60SROI2010169_2130NNNS63RD.2B2, 42.5288
co-s-rss-1-sroc12-v10/cors_0332/SROC12_169/RSR/S60SROI2010169_2130NNNX15RD.2A2, 48.6384
co-s-rss-1-sroc12-v10/cors_0333/SROC12_169/RSR/S60SROI2010169_2130NNNX25RD.1A2, 48.4304
co-s-rss-1-sroc12-v10/cors_0334/SROC12_169/RSR/S60SROI2010169_2130NNNX63RD.2A2, 54.1621
co-s-rss-1-sroc13-v10/cors_0339/SROC13_245/RSR/S62SROE2010245_1830NNNK25RD.1B2, 47.3868
co-s-rss-1-sroc13-v10/cors_0339/SROC13_245/RSR/S62SROE2010245_1830NNNS24RD.3B2, 38.8885
co-s-rss-1-sroc13-v10/cors_0340/SROC13_245/RSR/S62SROE2010245_1830NNNX24RD.3A2, 45.8688
co-s-rss-1-sroc13-v10/cors_0340/SROC13_245/RSR/S62SROE2010245_1830NNNX25RD.1A2, 46.9349
co-s-rss-1-sroc13-v10/cors_0341/SROC13_245/RSR/S62SROI2010245_1130NNNK55RD.1B2, 46.7602
co-s-rss-1-sroc13-v10/cors_0342/SROC13_245/RSR/S62SROI2010245_1130NNNS63RD.2B2, 42.6379
co-s-rss-1-sroc13-v10/cors_0342/SROC13_245/RSR/S62SROI2010245_1130NNNX55RD.1A2, 46.5156
co-s-rss-1-sroc13-v10/cors_0343/SROC13_245/RSR/S62SROI2010245_1130NNNX63RD.2A2, 51.4883
